city_id,pm25,number,area,pop,mainsample
4310,0.39802607893943787,4.0,71.96000000000002,52.100000000000016,0.0
4311,0.4535313844680786,4.0,58.43000000000003,44.5,0.0
4312,0.4386675953865051,4.0,60.0,30.75,0.0
4313,0.47169098258018494,4.0,51.0,41.699999999999925,0.0
4331,0.3993551731109619,2.0,28.800000000000022,19.0,0.0
4504,0.48496270179748535,4.0,37.0,37.80000000000006,0.0
4506,0.4549064636230469,3.0,33.98000000000001,14.980000000000013,0.0
4507,0.542476236820221,3.0,86.17000000000006,21.819999999999983,0.0
4508,0.5264326930046082,3.0,66.51000000000015,38.409999999999954,0.0
4509,0.5143406391143799,2.0,66.56000000000012,51.94999999999991,0.0
4510,0.3334769010543823,2.0,34.969999999999935,19.480000000000015,0.0
4511,0.44265440106391907,2.0,36.0,18.950000000000028,0.0
