id,city_id,lat,lon,city_cn,min_dist,starty,startm,revenue,employment,monitor_lon,monitor_lat,industry,prov_id,key,ownership,year,quarter,air,any_air,any_air_shutdown,any_air_fine,any_air_renovate,any_air_warning,any_water,any_waste,any_proc,pre,tem_mean,wd,angle,upwd,time,min_dist_10,post1,air_1,air_2,leni,stri,min_d_d4,med_pre,high_pre
23683.0,1405,35.627254,112.916065,晋城,14.81742779873883,2003,7,429528.0,1035,112.85,35.5051,3660,7.0,0.0,3.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,23.727316,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,117.85,0.0
55818.0,1405,35.63435,112.5346,晋城,31.34518711497051,2006,7,138382.0,194,112.8252,35.4813,720,7.0,0.0,5.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,303.00296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,117.85,0.0
24005.0,1405,35.602605,112.28637,晋城,50.68190487785371,1995,12,478122.0,1320,112.8252,35.4813,610,7.0,0.0,1.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,285.62186,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,117.85,0.0
68687.0,1405,35.450909,112.43117,晋城,35.92368359916626,2005,9,31163.0,456,112.8252,35.4813,2619,7.0,0.0,3.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,264.7046,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,117.85,0.0
68689.0,1405,35.472634,112.565779,晋城,23.563444360895467,1996,10,4158582.0,1655,112.8252,35.4813,4411,7.0,1.0,1.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,267.7263,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,117.85,0.0
31394.0,1405,35.549114,112.895089,晋城,6.3695717375371155,2006,1,123753.0,324,112.85,35.5051,3511,7.0,0.0,1.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,39.805473,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,117.85,0.0
38151.0,1405,35.568851,112.523203,晋城,29.062871656181233,2001,12,1940054.0,5532,112.8252,35.4813,610,7.0,0.0,5.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,289.69418,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,117.85,0.0
23669.0,1405,35.666377,112.718251,晋城,21.512179335889087,2010,7,185754.0,840,112.85,35.5051,610,7.0,0.0,1.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,326.44025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,117.85,0.0
31370.0,1405,35.564171,112.868054,晋城,6.755376036730761,2004,10,78166.0,407,112.85,35.5051,3110,7.0,1.0,3.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,13.961552,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,117.85,0.0
1398.0,1405,35.624226,112.542085,晋城,30.17313116974297,2009,2,285860.0,434,112.8252,35.4813,720,7.0,0.0,1.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,301.90222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,117.85,0.0
68672.0,1405,35.499431,112.329735,晋城,45.00353907325337,2003,2,39044.0,533,112.8252,35.4813,3079,7.0,0.0,3.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,272.71716,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,117.85,0.0
68681.0,1405,35.371203,112.461859,晋城,35.18422777551265,2006,5,40163.0,277,112.8252,35.4813,2619,7.0,0.0,3.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,249.70732,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,117.85,0.0
23825.0,1405,35.610329,112.53672,晋城,29.819827679118127,1998,3,149864.0,324,112.8252,35.4813,610,7.0,0.0,3.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,298.88184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,117.85,0.0
68690.0,1405,35.4583935,112.4812,晋城,31.32581828601265,2009,9,45828.0,425,112.8252,35.4813,4411,7.0,0.0,1.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,265.4256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,117.85,0.0
23224.0,1405,35.616354,112.904676,晋城,13.301853818319469,2003,9,48960.0,297,112.85,35.5051,2923,7.0,0.0,1.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,21.775436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,117.85,0.0
23538.0,1405,35.627603,112.711924,晋城,18.477525192475785,1998,5,64056.0,373,112.85,35.5051,610,7.0,0.0,1.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,317.524,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,117.85,0.0
23991.0,1405,35.916867,112.855066,晋城,45.689352996890676,2003,10,4228174.0,8491,112.85,35.5051,610,7.0,0.0,1.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,0.57087404,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,117.85,0.0
24035.0,1405,35.697373,112.936227,晋城,22.7188804582688,1955,8,730739.0,2746,112.85,35.5051,610,7.0,0.0,1.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,20.008722,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,117.85,0.0
23225.0,1405,35.629975,112.89964,晋城,14.567480722019095,2000,12,91398.0,296,112.85,35.5051,2613,7.0,0.0,1.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,17.90433,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,117.85,0.0
23228.0,1405,35.499664,112.88623,晋城,2.129381527922202,2006,8,46906.0,349,112.8664,35.4894,3599,7.0,0.0,9.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,57.548565,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,117.85,0.0
23888.0,1405,35.483845,112.49588,晋城,29.886775569670277,1969,8,203734.0,1876,112.8252,35.4813,1732,7.0,0.0,1.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,270.6393,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,117.85,0.0
23766.0,1405,35.512328,112.582051,晋城,22.328601760295324,2005,11,31293.0,208,112.8252,35.4813,3841,7.0,0.0,2.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,278.9786,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,117.85,0.0
14175.0,1405,35.459439,112.927426,晋城,6.459577812542526,2004,10,929146.0,197,112.8664,35.4894,4411,7.0,1.0,1.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,121.06643,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,117.85,0.0
31402.0,1405,35.660753,112.886771,晋城,17.588543676511097,2002,12,9042972.0,6945,112.85,35.5051,3140,7.0,1.0,3.0,2010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69999986886978,1.76,135.0,10.864764,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,117.85,0.0
