city_id,city_cn,number,background,incentive1,incentive2,area,pop,pred_number1,pred_number2,number_iv,env_lon,env_lat,centroid_lon,centroid_lat,cen_lat,cen_lon,disttocoast,GDP,year,quarter,pre,tem_mean,any_air,any_air_shutdown,any_air_fine,any_air_renovate,any_air_warning,any_air_10,any_air_20,any_air_50,age,age_year,pred,tem_meand,time,log_any_air,log_any_air_10,log_any_air_20,log_any_air_50,post1,any_air_rest,cutoff
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2010.0,1.0,17.69999986886978,1.76,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,50.0,53.0,0.0,1.0,1.0,0.6931472,0.0,0.6931472,0.0,0.0,3.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2010.0,2.0,121.39999777823687,17.946154,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,53.0,6.0,17.0,2.0,0.6931472,0.0,0.6931472,0.0,0.0,3.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2010.0,3.0,298.3999994620681,22.398912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,53.0,14.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2010.0,4.0,18.500000454485416,6.708696,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,50.0,53.0,0.0,6.0,4.0,0.6931472,0.0,0.6931472,0.0,0.0,3.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2011.0,1.0,25.700000047683716,0.41777778,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,50.0,48.0,1.0,0.0,5.0,0.6931472,0.0,0.6931472,0.0,0.0,0.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2011.0,2.0,87.09999922662973,19.372528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,48.0,4.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2011.0,3.0,490.7000071555376,21.253262,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,48.0,24.0,21.0,7.0,0.6931472,0.0,0.6931472,0.0,0.0,0.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2011.0,4.0,123.200000166893,6.5456524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,48.0,6.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2012.0,1.0,30.100000210106373,0.7241758,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,49.0,1.0,0.0,9.0,0.6931472,0.0,0.6931472,0.0,0.0,2.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2012.0,2.0,44.70000009983778,19.721977,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,49.0,2.0,19.0,10.0,0.6931472,0.0,0.0,0.6931472,0.0,2.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2012.0,3.0,235.7999987527728,22.036957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,49.0,11.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2012.0,4.0,23.899999722838402,5.370652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,49.0,1.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2013.0,1.0,22.59999994188547,2.93,3.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,50.0,45.0,1.0,2.0,13.0,1.3862944,0.0,1.3862944,0.0,0.0,5.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2013.0,2.0,161.29999785125256,19.254946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.0,8.0,19.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2013.0,3.0,532.0999923795462,23.686956,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,50.0,45.0,26.0,23.0,15.0,1.0986123,0.0,1.0986123,0.0,0.0,3.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2013.0,4.0,47.09999971091747,6.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.0,2.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2014.0,1.0,41.39999958127737,3.48,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,50.0,46.0,2.0,3.0,17.0,1.0986123,0.6931472,0.6931472,0.0,0.0,3.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2014.0,2.0,160.99999845027924,19.134066,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,50.0,46.0,8.0,19.0,18.0,0.6931472,0.0,0.6931472,0.0,0.0,1.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2014.0,3.0,367.70000226050615,22.091305,3.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,50.0,46.0,18.0,22.0,19.0,1.3862944,0.6931472,1.0986123,0.0,0.0,4.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2014.0,4.0,18.500000290572643,6.6413045,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,50.0,46.0,0.0,6.0,20.0,1.0986123,0.6931472,0.6931472,0.0,0.0,3.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2015.0,1.0,25.80000001937151,3.6077778,5.0,3.0,4.0,3.0,1.0,1.0,4.0,0.0,50.0,47.0,1.0,3.0,21.0,1.7917595,0.6931472,1.609438,0.0,1.0,6.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2015.0,2.0,202.89999773353338,18.471428,11.0,11.0,11.0,10.0,0.0,1.0,10.0,0.0,50.0,47.0,10.0,18.0,22.0,2.4849067,0.6931472,2.3978953,0.0,1.0,14.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2015.0,3.0,135.50000154227018,22.354347,10.0,9.0,7.0,7.0,0.0,2.0,8.0,0.0,50.0,47.0,6.0,22.0,23.0,2.3978953,1.0986123,2.1972246,0.0,1.0,13.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2015.0,4.0,129.39999774098396,6.4793477,5.0,5.0,4.0,3.0,0.0,0.0,5.0,0.0,50.0,47.0,6.0,6.0,24.0,1.7917595,0.0,1.7917595,0.0,1.0,6.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2016.0,1.0,14.799999989569187,2.656044,12.0,9.0,9.0,8.0,0.0,1.0,11.0,0.0,50.0,48.0,0.0,2.0,25.0,2.5649493,0.6931472,2.4849067,0.0,1.0,34.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2016.0,2.0,219.70000086724758,18.841759,9.0,9.0,9.0,6.0,0.0,3.0,6.0,0.0,50.0,48.0,10.0,18.0,26.0,2.3025851,1.3862944,1.9459101,0.0,1.0,25.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2016.0,3.0,327.29999870061874,23.29239,4.0,3.0,3.0,2.0,0.0,0.0,4.0,0.0,50.0,48.0,16.0,23.0,27.0,1.609438,0.0,1.609438,0.0,1.0,10.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2016.0,4.0,114.29999889433384,7.152174,11.0,11.0,11.0,11.0,0.0,1.0,10.0,0.0,50.0,48.0,5.0,7.0,28.0,2.4849067,0.6931472,2.3978953,0.0,1.0,31.0,1
1405.0,晋城,5.0,1.0,0.0,20.0,51.0,42.0,4.0,2.0,4.0,112.84126124783164,35.49035163926217,112.74298060861244,35.61168198755979,35.490701,112.851831,539183.56,50243.0,2017.0,1.0,36.89999996870756,3.471111,47.0,41.0,40.0,40.0,5.0,11.0,35.0,1.0,50.0,55.0,1.0,3.0,29.0,3.871201,2.4849067,3.583519,0.6931472,1.0,189.0,1
