city_id,monitor_id,year,month,pm25api,pm10api,AQI
1405.0,2162A,2015.0,10.0,50.79366657964135,111.92282876855106,84.31026
1405.0,2162A,2015.0,11.0,82.16399695714914,138.34135040885042,113.45451
1405.0,2162A,2015.0,12.0,130.71539511991824,195.81648075315675,168.54416
1405.0,2162A,2016.0,1.0,122.08848047697978,196.41418569514818,162.9457
1405.0,2162A,2016.0,2.0,63.637337986850724,115.95674700528522,97.789734
1405.0,2162A,2016.0,3.0,101.80537846912323,178.44694584551854,145.00948
1405.0,2162A,2016.0,4.0,78.6383234519104,139.63229692864132,113.92587
1405.0,2162A,2016.0,5.0,40.79211835863721,71.5854651935214,66.983925
1405.0,2162A,2016.0,6.0,33.14491324816133,73.7245453331461,63.017223
1405.0,2162A,2016.0,7.0,26.29343969863457,62.32351387201908,54.545086
1405.0,2162A,2016.0,8.0,26.609733378667467,53.354128621592984,51.8553
1405.0,2162A,2016.0,9.0,27.874689440993787,52.02834916153852,48.740063
1405.0,2162A,2016.0,10.0,23.93252382464938,45.03596767971636,44.49358
1405.0,2162A,2016.0,11.0,97.04714393094828,166.51349389338517,133.39397
1405.0,2162A,2016.0,12.0,123.27084479695814,174.08505787275465,157.70753
1405.0,2162A,2017.0,1.0,107.58551169883569,161.54203501055318,143.17387
1405.0,2162A,2017.0,2.0,91.24061853002071,148.0829154423305,125.47768
1405.0,2162A,2017.0,3.0,66.10093835570696,126.0881807881017,100.58862
1405.0,2162A,2017.0,4.0,49.40511869264729,120.76971333821615,90.91552
